carrier,serving_cellset,count
310410,67086-299/174270-464/1025-299/66686-299/675-299,1
310410,67086-60/675-60/5330-60/66686-60,1
310410,1550-60,2
310410,67086-60/174270-848/1025-60/66686-60/675-60,1
310410,67086-340/675-340/5330-340/66686-340,11
310410,1550-340,24
310410,67086-340/174270-459/1025-340/66686-340/675-340,7
310410,675-391/52740-391/52941-391/53139-391,53
310410,675-391/174270-459/53139-391/52941-391,2
310410,675-391/174270-939/53139-391/52941-391,1
310410,675-391/174270-142/53139-391/52941-391,1
310410,675-410/53140-410/53341-410/53539-410,4
310410,675-410/174270-142/53140-410/53341-410/53539-410,1
310410,66686-410/53140-410/53341-410/53539-410,18
310410,1150-410,186
310410,66686-354/675-354/5330-354/67086-354,135
310410,1150-354,255
310410,66686-354/174270-142/1025-354/67086-354/675-354,42
310410,1150-354/174270-142/1025-354/67086-354/675-354,23
310410,1150-354/174270-224/1025-354/67086-354/675-354,10
310410,66686-354/174270-224/1025-354/67086-354/675-354,2
310410,66686-465/52740-465/52941-465/53139-465,17
310410,1150-465,29
310410,66686-465/174270-142/53139-465,1
310410,1150-465/174270-142/53139-465,1
310410,1150-465/174270-224/53139-465,1
310410,66686-265/675-265/5330-265/67086-265,47
310410,1150-265,96
310410,66686-265/174270-224/1025-265/67086-265/675-265,36
310410,66686-350/675-350/5330-350/67086-350,22
310410,1150-350,94
310410,66686-350/174270-224/1025-350/67086-350/675-350,11
310410,66686-465/174270-224/52740-465/52941-465/53139-465,3
310410,66686-460/52940-460/53141-460/53339-460,7
310410,1150-460,16
